procurement-id_id-approvisionnement,Project-number_Numéro-de-projet,Vendor-name_Nom-du-fournisseur,Payment-date_Date-de-paiement,Proper-Invoice-Received-Date_date-de-réception-de-la-facture-en-règle
"EJ19670400","R.300000.068","CORAL CANADA WIDE LTD.","2022-09-02","2022-08-31"
"EP63511000","R.082117.004","RYCOM CORPORATION, BUILT ENVIRONMEN","2022-09-03","2022-08-30"
"EHA0182353","","SP PLUS CORPORATION CANADA","2022-09-07","2022-08-15"
"EP07733073","","TK ELEVATOR (CANADA) LIMITED","2022-09-08","2022-09-02"
"EP16890213","","PRITCHARD ENGINEERING CO. LTD.","2022-09-08","2022-09-06"
"EP91692407","","RYCOM CORPORATION, BUILT ENVIRONMEN","2022-09-08","2022-08-18"
"EJ19611772","","JOHNSON CONTROLS CANADA LP","2022-09-09","2022-09-07"
"EJ19611374","","TK ELEVATOR (CANADA) LIMITED","2022-09-09","2022-09-06"
"EJ1961322","","TK ELEVATOR (CANADA) LIMITED","2022-09-09","2022-08-31"
"EQ75413400","","168012 CANADA INC.","2022-09-09","2022-08-31"
"EP00812240","","4192338 CANADA INC.","2022-09-09","2022-09-07"
"EP07631383","R.114980.002","CIMA CANADA INC.","2022-09-09","2022-08-05"
"EJ19662246","R.064595.174","BLACK & MCDONALD LTD.","2022-09-03","2022-09-01"
"EJ19601000","R.010277.135","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-03","2022-08-26"
"EJ19601000","R.010277.113","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-03","2022-08-26"
"EJ19601000","R.010277.136","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-03","2022-08-26"
"EJ19601000","R.010277.112","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-03","2022-08-26"
"EJ19600495","R.041736.200","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-03","2022-08-30"
"EJ19690958","R.300000.013","BAXTEC MANAGEMENT CORPORATION","2022-09-03","2022-09-01"
"EJ19690958","R.057170.002","BAXTEC MANAGEMENT CORPORATION","2022-09-03","2022-09-01"
"EJ19673190","R.011900.004","AUTOMATED LOGIC - CANADA, LTD.","2022-09-03","2022-09-01"
"EJ19600023","R.041736.423","CUMMINS CANADA ULC","2022-09-03","2022-08-30"
"EJ19621556","R.041736.018","TK ELEVATOR (CANADA) LIMITED","2022-09-07","2022-09-02"
"EJ19621556","R.300000.002","TK ELEVATOR (CANADA) LIMITED","2022-09-07","2022-09-02"
"EJ19621556","R.300000.041","TK ELEVATOR (CANADA) LIMITED","2022-09-07","2022-09-02"
"EJ19610112","R.041736.168","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-07","2022-09-01"
"EJ19610112","R.041736.802","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-07","2022-09-01"
"EJ19610112","R.041736.498","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-07","2022-09-01"
"700250389","R.064594.561","4192338 CANADA INC.","2022-09-07","2022-09-02"
"EJ19622837","R.064595.202","BLACK & MCDONALD LTD.","2022-09-08","2022-09-06"
"EJ19670508","R.076679.002","CUMMINS EST DU CANADA SEC","2022-09-08","2022-09-06"
"EJ19692997","R.097361.002","DATA CENTER TECHNOLOGIES","2022-09-08","2022-09-05"
"EJ19692997","R.097112.060","DATA CENTER TECHNOLOGIES","2022-09-08","2022-09-06"
"EJ19692997","R.106382.004","DATA CENTER TECHNOLOGIES","2022-09-08","2022-09-06"
"EJ19692997","R.121500.002","DATA CENTER TECHNOLOGIES","2022-09-08","2022-09-06"
"EJ19611442","R.097112.058","CUMMINS CANADA ULC","2022-09-08","2022-09-06"
"EJ19690296","R.041736.215","VCI CONTROLS INC.","2022-09-09","2022-09-07"
"EJ19682721","R.041736.249","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-09","2022-09-07"
"EJ1961764","R.041736.292","PIVOTECH DOORS INC.","2022-09-09","2022-09-07"
"EJ1961764","R.041736.388","PIVOTECH DOORS INC.","2022-09-09","2022-09-07"
"EJ1961764","R.041736.864","PIVOTECH DOORS INC.","2022-09-09","2022-09-07"
"EJ19601192","R.041736.973","4192338 CANADA INC.","2022-09-09","2022-09-07"
"EJ19610051","R.041736.282","TYCO INTEGRATED FIRE & SECURITY","2022-09-10","2022-09-07"
"EJ19610051","R.041736.838","TYCO INTEGRATED FIRE & SECURITY","2022-09-10","2022-09-07"
"EJ19610051","R.041736.282","TYCO INTEGRATED FIRE & SECURITY","2022-09-10","2022-08-14"
"EJ19610051","R.041736.838","TYCO INTEGRATED FIRE & SECURITY","2022-09-10","2022-08-14"
"EJ19693264","R.064594.522","BAXTEC MANAGEMENT CORPORATION","2022-09-10","2022-09-08"
"EJ19680241","R.064594.556","BAXTEC MANAGEMENT CORPORATION","2022-09-10","2022-09-08"
"EJ19600927","R.300000.009","MODERN NIAGARA OTTAWA INC.","2022-09-10","2022-09-07"
"EJ19600927","R.300000.020","MODERN NIAGARA OTTAWA INC.","2022-09-10","2022-09-07"
"EJ19611340","R.041736.859","AV-TECH INC.","2022-09-13","2022-08-13"
"EHA3601532","R.089317.014","POMERLEAU INC.","2022-09-13","2022-09-12"
"EJ19682734","R.041736.535","TYCO INTEGRATED FIRE & SECURITY","2022-09-13","2022-09-08"
"EJ19650923","R.064595.100","DIRECT ENERGY BUSINESS SERVICES","2022-09-13","2022-09-09"
"EJ19681405","R.041736.532","G A L POWER SYSTEMS OTTAWA LTD","2022-09-13","2022-09-09"
"EJ19662246","R.064595.173","BLACK & MCDONALD LTD.","2022-09-14","2022-09-08"
"EJ19682721","R.041736.249","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-14","2022-09-13"
"EJ19682721","R.041736.240","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-14","2022-09-13"
"EJ19682721","R.041736.262","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-14","2022-09-13"
"EJ19610112","R.041736.168","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-14","2022-09-12"
"EJ19682734","R.041736.510","TYCO INTEGRATED FIRE & SECURITY","2022-09-14","2022-08-22"
"EJ19682734","R.041736.511","TYCO INTEGRATED FIRE & SECURITY","2022-09-14","2022-08-22"
"EJ19682734","R.041736.512","TYCO INTEGRATED FIRE & SECURITY","2022-09-14","2022-08-22"
"EJ19682734","R.041736.513","TYCO INTEGRATED FIRE & SECURITY","2022-09-14","2022-08-22"
"EJ19682734","R.041736.830","TYCO INTEGRATED FIRE & SECURITY","2022-09-14","2022-08-22"
"EJ19670508","R.076679.002","CUMMINS EST DU CANADA SEC","2022-09-15","2022-09-14"
"EJ19603112","R.041736.172","SIEMENS CANADA LIMITED","2022-09-15","2022-09-12"
"EJ19603112","R.041736.492","SIEMENS CANADA LIMITED","2022-09-15","2022-09-12"
"EJ19603112","R.041736.494","SIEMENS CANADA LIMITED","2022-09-15","2022-09-12"
"EJ19603112","R.041736.495","SIEMENS CANADA LIMITED","2022-09-15","2022-09-12"
"EJ19693343","R.041736.265","SIEMENS CANADA LIMITED","2022-09-15","2022-09-12"
"EP0761304A","R.038348.011","PCL CONSTRUCTORS CANADA INC.","2022-09-15","2022-08-05"
"EJ19602089","","SIEMENS CANADA LIMITED","2022-09-10","2022-09-07"
"EJ19690762","","SIEMENS INDUSTRY SOFTWARE","2022-09-10","2022-09-07"
"EP63501103","R.091159.008","ELLISDON CORPORATION","2022-09-15","2022-09-09"
"EP63501103","R.091174.004","ELLISDON CORPORATION","2022-09-15","2022-09-09"
"EJ19620213","","TOROMONT INDUSTRIES LTD.","2022-09-15","2022-09-14"
"EJ19602089","","SIEMENS CANADA LIMITED","2022-09-16","2022-09-09"
"EJ19690856","R.064595.193","TRANE CANADA ULC","2022-09-16","2022-09-08"
"EJ19682721","R.041736.262","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-16","2022-09-15"
"EJ19610051","R.041736.282","TYCO INTEGRATED FIRE & SECURITY","2022-09-16","2022-09-07"
"EJ19692172","R.041736.987","R.E.L. CONTROLS INC.","2022-09-16","2022-09-13"
"EP0762828","R.065220.772","THOMPSON BOILER WORKS INC","2022-09-16","2022-09-08"
"EJ19601779","","SIEMENS CANADA LIMITED","2022-09-17","2022-09-15"
"EJ19620213","","TOROMONT INDUSTRIES LTD.","2022-09-17","2022-09-15"
"EJ19621264","","CPE DIVISION B INC","2022-09-17","2022-09-15"
"EJ19621264","","CPE DIVISION B INC","2022-09-17","2022-09-08"
"EH90083069","R.080533.020","ROBERTSON MARTIN ARCHITECTS","2022-09-17","2022-09-08"
"EJ19690762","","SIEMENS INDUSTRY SOFTWARE","2022-09-21","2022-09-15"
"EJ19611340","R.041736.859","AV-TECH INC.","2022-09-17","2022-09-15"
"EJ19611340","R.041736.859","AV-TECH INC.","2022-09-17","2022-09-16"
"EJ19601000","R.064594.822","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-17","2022-08-22"
"EJ19650923","R.064595.100","DIRECT ENERGY BUSINESS SERVICES","2022-09-17","2022-09-15"
"EJ19662173","R.010277.119","MODERN NIAGARA OTTAWA INC.","2022-09-17","2022-09-14"
"EJ19662173","R.010277.120","MODERN NIAGARA OTTAWA INC.","2022-09-17","2022-09-14"
"EJ19662173","R.010277.121","MODERN NIAGARA OTTAWA INC.","2022-09-17","2022-09-14"
"EJ19662173","R.010277.137","MODERN NIAGARA OTTAWA INC.","2022-09-17","2022-09-14"
"EJ19662173","R.064595.020","MODERN NIAGARA OTTAWA INC.","2022-09-17","2022-09-14"
"EJ19600735","R.041736.113","GANNON/BLACKBURN ELECTRIC INC.","2022-09-17","2022-09-15"
"EJ19600735","R.041736.816","GANNON/BLACKBURN ELECTRIC INC.","2022-09-17","2022-09-15"
"EJ19670400","R.041736.004","CORAL CANADA WIDE LTD.","2022-09-17","2022-09-15"
"EJ19670400","R.041736.233","CORAL CANADA WIDE LTD.","2022-09-17","2022-09-15"
"EJ19670400","R.041736.430","CORAL CANADA WIDE LTD.","2022-09-17","2022-09-15"
"EJ19670400","R.041736.852","CORAL CANADA WIDE LTD.","2022-09-17","2022-09-15"
"EJ19670400","R.041736.860","CORAL CANADA WIDE LTD.","2022-09-17","2022-09-15"
"EJ19670400","R.041736.955","CORAL CANADA WIDE LTD.","2022-09-17","2022-09-15"
"EJ19670400","R.300000.055","CORAL CANADA WIDE LTD.","2022-09-17","2022-09-15"
"EJ19670400","R.300000.068","CORAL CANADA WIDE LTD.","2022-09-17","2022-09-15"
"EJ19620919","R.064594.555","AIRON HVAC AND CONTROL LTD.","2022-09-17","2022-09-15"
"EJ19620919","R.064512.051","AIRON HVAC AND CONTROL LTD.","2022-09-17","2022-09-15"
"EJ19660460","R.041736.314","BLACK & MCDONALD LTD.","2022-09-21","2022-09-20"
"EJ19670400","R.300000.068","CORAL CANADA WIDE LTD.","2022-09-21","2022-08-24"
"EJ19670402","R.064595.164","CAPITAL CONTROLS &","2022-09-21","2022-09-15"
"EJ19611340","R.041736.859","AV-TECH INC.","2022-09-22","2022-09-21"
"EJ19622837","R.064595.202","BLACK & MCDONALD LTD.","2022-09-22","2022-09-20"
"EJ19662246","R.064594.982","BLACK & MCDONALD LTD.","2022-09-22","2022-09-09"
"EJ19662246","R.064595.173","BLACK & MCDONALD LTD.","2022-09-23","2022-09-21"
"EJ19662246","R.064595.173","BLACK & MCDONALD LTD.","2022-09-23","2022-09-22"
"EJ19600751","R.041736.717","EATON INDUSTRIES (CANADA) COMPANY","2022-09-23","2022-09-13"
"EJ19600751","R.081789.002","EATON INDUSTRIES (CANADA) COMPANY","2022-09-23","2022-09-13"
"EJ19600751","R.026001.028","EATON INDUSTRIES (CANADA) COMPANY","2022-09-23","2022-09-13"
"EJ19600751","R.041736.775","EATON INDUSTRIES (CANADA) COMPANY","2022-09-23","2022-09-13"
"EP78812096","R.041736.302","OTIS CANADA INC","2022-09-23","2022-09-16"
"EJ1960401","R.041736.266","OTIS CANADA INC","2022-09-23","2022-09-16"
"EJ19682733","R.041736.501","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-23","2022-09-20"
"EJ19610112","R.041736.168","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-23","2022-09-20"
"EJ19682721","R.041736.249","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-23","2022-09-22"
"EJ19682721","R.041736.240","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-23","2022-09-22"
"EJ19682721","R.041736.262","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-23","2022-09-22"
"EJ1961764","R.041736.388","PIVOTECH DOORS INC.","2022-09-23","2022-09-08"
"EJ19620871","R.041736.443","ANKORENG INC","2022-09-23","2022-09-12"
"EJ19615167","R.011899.009","THE DOOR COMPANY INC.","2022-09-23","2022-08-23"
"E172342001","","WHITE BEAR INDUSTRIES LTD.","2022-09-27","2022-09-16"
"EJ07820055","R.091205.005","DMA, COLE & ASSOCIATES ARCHITECTS I","2022-09-27","2022-09-14"
"EJ1961322","","TK ELEVATOR (CANADA) LIMITED","2022-09-29","2022-09-27"
"EJ19622837","R.064595.202","BLACK & MCDONALD LTD.","2022-09-24","2022-09-22"
"EJ19670508","R.076679.002","CUMMINS EST DU CANADA SEC","2022-09-24","2022-09-23"
"EJ19682733","R.041736.501","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-24","2022-09-21"
"EJ19610112","R.041736.498","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-24","2022-09-22"
"EJ19610112","R.041736.802","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-24","2022-09-22"
"EJ19610112","R.041736.168","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-24","2022-09-22"
"EJ19610112","R.041736.802","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-24","2022-09-21"
"EJ19610112","R.041736.168","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-24","2022-09-21"
"EJ19610112","R.041736.498","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-24","2022-09-21"
"700653393","R.081783.015","CALTRIO COMPANY LIMITED","2022-09-24","2022-09-02"
"EJ19611442","R.097112.058","CUMMINS CANADA ULC","2022-09-24","2022-09-23"
"EJ19690958","R.041736.321","BAXTEC MANAGEMENT CORPORATION","2022-09-27","2022-09-26"
"EJ19690958","R.041736.460","BAXTEC MANAGEMENT CORPORATION","2022-09-27","2022-09-26"
"EJ19690958","R.041736.462","BAXTEC MANAGEMENT CORPORATION","2022-09-27","2022-09-26"
"EJ19690958","R.041736.466","BAXTEC MANAGEMENT CORPORATION","2022-09-27","2022-09-26"
"EJ19690958","R.041736.737","BAXTEC MANAGEMENT CORPORATION","2022-09-27","2022-09-26"
"EJ19690958","R.041736.756","BAXTEC MANAGEMENT CORPORATION","2022-09-27","2022-09-26"
"EJ19690958","R.041736.871","BAXTEC MANAGEMENT CORPORATION","2022-09-27","2022-09-26"
"EJ19690958","R.057170.002","BAXTEC MANAGEMENT CORPORATION","2022-09-27","2022-09-26"
"EJ19690958","R.081782.002","BAXTEC MANAGEMENT CORPORATION","2022-09-27","2022-09-26"
"EJ19690958","R.300000.013","BAXTEC MANAGEMENT CORPORATION","2022-09-27","2022-09-26"
"EJ19670508","R.076679.002","CUMMINS EST DU CANADA SEC","2022-09-28","2022-09-26"
"EJ19610742","R.064594.512","AINSWORTH INC.","2022-09-28","2022-09-26"
"EJ19690958","R.041736.321","BAXTEC MANAGEMENT CORPORATION","2022-09-28","2022-09-06"
"EJ19690958","R.041736.460","BAXTEC MANAGEMENT CORPORATION","2022-09-28","2022-09-06"
"EJ19690958","R.041736.462","BAXTEC MANAGEMENT CORPORATION","2022-09-28","2022-09-06"
"EJ19690958","R.041736.466","BAXTEC MANAGEMENT CORPORATION","2022-09-28","2022-09-06"
"EJ19690958","R.041736.737","BAXTEC MANAGEMENT CORPORATION","2022-09-28","2022-09-06"
"EJ19690958","R.041736.756","BAXTEC MANAGEMENT CORPORATION","2022-09-28","2022-09-06"
"EJ19690958","R.041736.871","BAXTEC MANAGEMENT CORPORATION","2022-09-28","2022-09-06"
"EJ19690958","R.057170.002","BAXTEC MANAGEMENT CORPORATION","2022-09-28","2022-09-06"
"EJ19690958","R.081782.002","BAXTEC MANAGEMENT CORPORATION","2022-09-28","2022-09-06"
"EJ19690958","R.300000.013","BAXTEC MANAGEMENT CORPORATION","2022-09-28","2022-09-06"
"EJ19670508","R.076679.002","CUMMINS CANADA ULC","2022-09-28","2022-09-26"
"EJ19620919","R.064594.555","AIRON HVAC AND CONTROL LTD.","2022-09-28","2022-09-23"
"EP07622018","R.114387.001","2311812 ONTARIO INC.","2022-09-28","2022-08-31"
"EJ19660460","R.041736.314","BLACK & MCDONALD LTD.","2022-09-29","2022-09-27"
"EJ19620270","R.041736.174","TK ELEVATOR (CANADA) LIMITED","2022-09-29","2022-09-06"
"EJ19620270","R.041736.174","TK ELEVATOR (CANADA) LIMITED","2022-09-29","2022-09-27"
"EJ19670124","R.041736.845","OTIS CANADA INC","2022-09-29","2022-09-16"
"EJ19610498","R.011892.042","3V MECHANICAL INC","2022-09-29","2022-09-27"
"EJ19610498","R.011900.005","3V MECHANICAL INC","2022-09-29","2022-09-27"
"EJ19620919","R.064594.555","AIRON HVAC AND CONTROL LTD.","2022-09-29","2022-09-27"
"EP07611308","R.065220.544","2311812 ONTARIO INC.","2022-09-29","2022-09-27"
"EJ19622837","R.064595.202","BLACK & MCDONALD LTD.","2022-09-30","2022-09-28"
"EJ19622199","R.064594.514","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-30","2022-09-28"
"EJ19690410","R.064594.523","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-30","2022-09-28"
"EJ19690410","R.064594.524","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-09-30","2022-09-28"
"EP07622211","R.118592.002","STANTEC CONSULTING LTD.","2022-09-30","2022-09-01"
"EJ19610498","R.011900.005","3V MECHANICAL INC","2022-09-30","2022-09-29"
"EP07620020","R.065220.668","SEAMLESS MECHANICAL SOLUTIONS INC.","2022-09-30","2022-09-28"
"EJ19620919","R.064594.555","AIRON HVAC AND CONTROL LTD.","2022-09-30","2022-09-27"
"EJ19620131","R.011899.016","AIRON HVAC AND CONTROL LTD.","2022-09-30","2022-09-29"
"EJ19622837","R.064595.202","BLACK & MCDONALD LTD.","2022-10-04","2022-09-28"
"EJ19622199","R.064594.514","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-10-04","2022-09-29"
"EJ19662008","R.064594.519","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-10-04","2022-09-29"
"EJ19690410","R.064594.523","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-10-04","2022-09-29"
"EJ19690410","R.064594.524","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-10-04","2022-09-29"
"EJ19622199","R.064594.519","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-10-04","2022-09-29"
"EJ1960045","R.041736.883","ROONEY, IRVING AND ASSOCIATES LTD.","2022-10-04","2022-09-29"
"EJ1960045","R.041736.052","ROONEY, IRVING AND ASSOCIATES LTD.","2022-10-04","2022-09-29"
"EJ1960045","R.041736.062","ROONEY, IRVING AND ASSOCIATES LTD.","2022-10-04","2022-09-29"
"EJ1960045","R.041736.968","ROONEY, IRVING AND ASSOCIATES LTD.","2022-10-04","2022-09-29"
"EJ1960045","R.064594.216","ROONEY, IRVING AND ASSOCIATES LTD.","2022-10-04","2022-09-29"
"EJ1960045","R.064594.228","ROONEY, IRVING AND ASSOCIATES LTD.","2022-10-04","2022-09-29"
"EJ1960045","R.064595.293","ROONEY, IRVING AND ASSOCIATES LTD.","2022-10-04","2022-09-29"
"EJ1960045","R.081783.104","ROONEY, IRVING AND ASSOCIATES LTD.","2022-10-04","2022-09-29"
"EJ1960045","R.081783.105","ROONEY, IRVING AND ASSOCIATES LTD.","2022-10-04","2022-09-29"
"EJ1960045","R.081783.274","ROONEY, IRVING AND ASSOCIATES LTD.","2022-10-04","2022-09-29"
"EP07631383","R.114980.002","CIMA CANADA INC.","2022-09-30","2022-09-20"
"EP6353247C","R.049006.058","ESAP PROJECT CO LIMITED PARTNERSHIP","2022-09-30","2022-08-31"
"EP6353247C","R.104316.007","ESAP PROJECT CO LIMITED PARTNERSHIP","2022-09-30","2022-08-31"
"EP6353247C","R.110435.004","ESAP PROJECT CO LIMITED PARTNERSHIP","2022-09-30","2022-08-31"
"EP6353247C","R.112966.001","ESAP PROJECT CO LIMITED PARTNERSHIP","2022-09-30","2022-08-31"
"EP6353247C","R.114266.006","ESAP PROJECT CO LIMITED PARTNERSHIP","2022-09-30","2022-08-31"
"EP6353247C","R.114266.008","ESAP PROJECT CO LIMITED PARTNERSHIP","2022-09-30","2022-08-31"
"EP6353247C","","ESAP PROJECT CO LIMITED PARTNERSHIP","2022-09-30","2022-08-31"
"EJ19611374","","TK ELEVATOR (CANADA) LIMITED","2022-10-05","2022-09-29"
"EHA0182353","","SP PLUS CORPORATION CANADA","2022-10-05","2022-09-15"
"EP63582459","R.082117.004","JONES LANG LASALLE REAL ESTATE","2022-10-06","2022-09-27"
"EJ19660460","R.041736.314","BLACK & MCDONALD LTD.","2022-10-05","2022-09-27"
"EJ19601000","R.010277.135","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-10-05","2022-09-28"
"EJ19601000","R.010277.112","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-10-05","2022-09-28"
"EJ19601000","R.010277.113","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-10-05","2022-09-28"
"EJ19601000","R.010277.136","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-10-05","2022-09-28"
"EJ19601000","R.064594.822","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-10-05","2022-09-28"
"EJ19610051","R.041736.282","TYCO INTEGRATED FIRE & SECURITY","2022-10-05","2022-09-28"
"EJ19610051","R.041736.838","TYCO INTEGRATED FIRE & SECURITY","2022-10-05","2022-09-28"
"EJ19681405","R.041736.532","G A L POWER SYSTEMS OTTAWA LTD","2022-10-05","2022-09-28"
"EJ19620919","R.064594.555","AIRON HVAC AND CONTROL LTD.","2022-10-05","2022-10-03"
"EJ19662246","R.064594.947","BLACK & MCDONALD LTD.","2022-10-06","2022-10-04"
"EJ19662246","R.064594.982","BLACK & MCDONALD LTD.","2022-10-06","2022-10-04"
"EJ19662246","R.064595.173","BLACK & MCDONALD LTD.","2022-10-06","2022-10-04"
"EJ19662246","R.064595.174","BLACK & MCDONALD LTD.","2022-10-06","2022-10-04"
"EJ19662246","R.064594.982","BLACK & MCDONALD LTD.","2022-10-06","2022-10-05"
"EJ19621556","R.041736.018","TK ELEVATOR (CANADA) LIMITED","2022-10-06","2022-10-04"
"EJ19621556","R.300000.002","TK ELEVATOR (CANADA) LIMITED","2022-10-06","2022-10-04"
"EJ19621556","R.300000.041","TK ELEVATOR (CANADA) LIMITED","2022-10-06","2022-10-04"
"EJ1961114","R.041736.196","TK ELEVATOR (CANADA) LIMITED","2022-10-06","2022-08-31"
"EN19603874","R.041736.166","OTIS CANADA INC","2022-10-06","2022-10-04"
"EJ19601000","R.010277.112","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-10-06","2022-09-27"
"EJ19601000","R.010277.135","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-10-06","2022-09-27"
"EJ19601000","R.010277.136","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-10-06","2022-09-27"
"EJ19601000","R.010277.113","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-10-06","2022-09-27"
"EJ19682733","R.041736.504","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-10-06","2022-09-27"
"EJ19682733","R.041736.509","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-10-06","2022-09-27"
"EJ19682733","R.041736.507","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-10-06","2022-09-27"
"EJ19682733","R.041736.421","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-10-06","2022-09-27"
"EJ19682733","R.041736.508","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-10-06","2022-09-27"
"EJ19600495","R.041736.200","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-10-06","2022-09-27"
"EJ19641781","R.041736.176","GENREP LTD/LTEE","2022-10-06","2022-09-22"
"EJ19612571","R.026001.070","CPE DIVISION B INC","2022-10-06","2022-09-15"
"EJ19662173","R.010277.120","MODERN NIAGARA OTTAWA INC.","2022-10-06","2022-10-04"
"EJ19600735","R.041736.113","GANNON/BLACKBURN ELECTRIC INC.","2022-10-06","2022-09-15"
"EJ19600735","R.041736.816","GANNON/BLACKBURN ELECTRIC INC.","2022-10-06","2022-09-15"
"EJ19622837","R.064595.202","BLACK & MCDONALD LTD.","2022-10-07","2022-10-05"
"EJ19690958","R.041736.756","BAXTEC MANAGEMENT CORPORATION","2022-10-07","2022-10-05"
"EJ19690958","R.041736.321","BAXTEC MANAGEMENT CORPORATION","2022-10-07","2022-10-06"
"EJ19690958","R.081782.002","BAXTEC MANAGEMENT CORPORATION","2022-10-07","2022-10-06"
"EJ19692997","R.097112.060","DATA CENTER TECHNOLOGIES","2022-10-07","2022-10-06"
"EJ19692997","R.106382.004","DATA CENTER TECHNOLOGIES","2022-10-07","2022-10-06"
"EJ19692997","R.121500.002","DATA CENTER TECHNOLOGIES","2022-10-07","2022-10-06"
"EJ19692997","R.097361.002","DATA CENTER TECHNOLOGIES","2022-10-07","2022-10-06"
"EJ19691776","R.081783.129","RAYMOND EMC ENCLOSURES LTD.","2022-10-07","2022-10-06"
"EJ19600023","R.041736.442","CUMMINS CANADA ULC","2022-10-07","2022-10-05"
"EJ19600023","R.041736.442","CUMMINS CANADA ULC","2022-10-07","2022-09-29"
"EJ19600023","R.041736.905","CUMMINS CANADA ULC","2022-10-07","2022-09-29"
"EJ19600023","R.041736.958","CUMMINS CANADA ULC","2022-10-07","2022-09-29"
"EJ19600023","R.041736.183","CUMMINS CANADA ULC","2022-10-07","2022-09-29"
"EJ19620045","R.041736.441","CUMMINS CANADA ULC","2022-10-07","2022-10-05"
"EJ19622000","R.064594.517","CHUBB EDWARDS A UTC FIRE & SECURITY","2022-10-08","2022-10-05"
"EH90090297","R.086471.212","ELLISDON CORPORATION","2022-10-08","2022-09-07"
"EQ75413400","","168012 CANADA INC.","2022-10-08","2022-10-01"
"EJ19600023","R.041736.958","CUMMINS CANADA ULC","2022-10-08","2022-10-06"
"EJ19610231","R.011899.059","CUMMINS CANADA ULC","2022-10-08","2022-10-06"
"EJ19610231","R.011900.035","CUMMINS CANADA ULC","2022-10-08","2022-10-06"
"EJ19610543","R.010277.114","JOHNSON CONTROLS CANADA LP","2022-10-12","2022-10-07"
"EJ19611340","R.041736.859","AV-TECH INC.","2022-10-12","2022-10-11"
"EJ19622837","R.064595.202","BLACK & MCDONALD LTD.","2022-10-12","2022-10-11"
"EP63502805","R.082117.004","RYCOM CORPORATION, BUILT ENVIRONMEN","2022-10-08","2022-10-05"
"EP63511000","R.082117.004","RYCOM CORPORATION, BUILT ENVIRONMEN","2022-10-08","2022-09-29"
"EJ19680241","R.064594.556","BAXTEC MANAGEMENT CORPORATION","2022-10-12","2022-10-11"
"EJ19693264","R.064594.522","BAXTEC MANAGEMENT CORPORATION","2022-10-12","2022-10-11"
"EJ19651594","R.026001.017","BAXTEC MANAGEMENT CORPORATION","2022-10-12","2022-10-11"
"EJ19610498","R.011900.005","3V MECHANICAL INC","2022-10-12","2022-10-11"
"EJ19620045","R.041736.424","CUMMINS CANADA ULC","2022-10-12","2022-10-07"
"EJ19620045","R.041736.441","CUMMINS CANADA ULC","2022-10-12","2022-10-07"
